Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro IPCA+;15/05/2015;08/2006;744,432624;35017,60;26068243,86
Tesouro IPCA+;15/08/2024;08/2006;375,507319;58033,80;21792116,62
Tesouro IPCA+ com Juros Semestrais;15/05/2009;09/2006;1490,894288;21499,60;32053630,82
Tesouro IPCA+ com Juros Semestrais;15/05/2011;09/2006;1414,578998;7070,60;10001922,26
Tesouro IPCA+ com Juros Semestrais;15/05/2007;09/2006;1588,129026;14643,20;23255290,94
Tesouro IPCA+ com Juros Semestrais;15/08/2008;09/2006;1502,368968;18352,20;27571775,77
Tesouro IPCA+ com Juros Semestrais;15/08/2010;09/2006;1419,296177;13462,60;19107416,70
Tesouro IGPM+ com Juros Semestrais;01/12/2006;09/2006;1898,589900;106,20;201630,24
Tesouro Prefixado com Juros Semestrais;01/01/2010;09/2006;901,468754;14388,60;12970873,31
Tesouro IGPM+ com Juros Semestrais;01/04/2008;09/2006;1850,369556;9117,40;16870559,39
Tesouro IGPM+ com Juros Semestrais;01/03/2011;09/2006;1708,208331;17290,20;29535263,67
Tesouro Prefixado com Juros Semestrais;01/01/2008;09/2006;951,118434;35109,00;33392817,09
Tesouro Prefixado com Juros Semestrais;01/01/2012;09/2006;846,460109;19444,60;16459078,23
Tesouro Selic;17/03/2010;09/2006;2859,543822;16161,60;46214803,43
Tesouro Selic;18/06/2008;09/2006;2860,114335;17568,80;50248776,72
Tesouro Selic;18/03/2009;09/2006;2861,287915;40954,80;117183474,29
Tesouro Selic;16/03/2011;09/2006;2872,849182;3237,00;9299412,80
Tesouro Selic;17/01/2007;09/2006;2867,849089;24436,20;70079333,89
Tesouro Prefixado;01/10/2006;09/2006;1000,000000;69239,40;69239400,00
Tesouro Prefixado;01/01/2007;09/2006;963,163185;63641,60;61297246,16
Tesouro Prefixado;01/04/2007;09/2006;931,870528;39077,00;36414704,62
Tesouro Prefixado;01/07/2007;09/2006;894,579031;46216,80;41344580,17
Tesouro Prefixado;01/10/2007;09/2006;872,426663;21047,40;18362312,95
Tesouro Prefixado;01/01/2008;09/2006;828,483782;52889,60;43818175,82
Tesouro Prefixado;01/04/2008;09/2006;822,450442;1283,60;1055697,38
Tesouro Prefixado;01/07/2008;09/2006;783,651697;47251,60;37028796,54
Tesouro Prefixado;01/01/2009;09/2006;730,007522;51688,20;37732774,81
Tesouro Prefixado;01/01/2015;10/2012;791,591165;662117,50;524126363,44
Tesouro Selic;07/03/2017;10/2012;5390,879940;40336,91;217451438,97
Tesouro Prefixado;01/01/2016;10/2012;745,451573;346417,69;258237611,81
Tesouro Prefixado;01/01/2015;11/2012;798,915518;660638,58;527794413,15
Tesouro Selic;07/03/2017;11/2012;5420,334855;42086,82;228124657,37
Tesouro Prefixado;01/01/2016;11/2012;752,588507;364079,92;274002363,53
Tesouro Selic;07/03/2017;12/2012;5449,991530;44264,06;241238752,06
Tesouro Prefixado;01/01/2015;12/2012;806,496138;663615,13;535203039,27
Tesouro Prefixado;01/01/2016;12/2012;759,802927;384087,18;291830563,45
Tesouro Selic;07/03/2014;10/2012;5388,391627;18688,36;100700202,55
Tesouro Prefixado;01/01/2014;10/2012;877,462897;395694,88;347207575,87
Tesouro Selic;07/03/2015;10/2012;5386,800040;63220,43;340555814,86
Tesouro Prefixado com Juros Semestrais;01/01/2013;10/2012;1025,455005;14781,47;15157732,39
Tesouro Prefixado com Juros Semestrais;01/01/2014;10/2012;1001,765097;122909,23;123126176,67
Tesouro IPCA+ com Juros Semestrais;15/05/2045;09/2017;2977,681649;51974,05;154762174,90
Tesouro IGPM+ com Juros Semestrais;01/01/2031;09/2017;4434,140279;9448,66;41896683,88
Tesouro IGPM+ com Juros Semestrais;01/04/2021;09/2017;3365,911609;6304,52;21220457,05
Tesouro IPCA+ com Juros Semestrais;15/08/2024;09/2017;2968,085238;45076,71;133791517,52
Tesouro IPCA+ com Juros Semestrais;15/08/2050;09/2017;3045,132554;391135,16;1191058408,72
Tesouro Prefixado;01/01/2019;07/2017;845,752302;1394919,90;1179756716,53
Tesouro Prefixado;01/01/2021;08/2017;625,423338;888564,65;555729069,43
Tesouro IPCA+;15/08/2024;09/2017;2029,482809;3401869,79;6904036257,26
Tesouro IPCA+;15/05/2019;09/2017;2725,322740;3868687,42;10543421799,67
Tesouro IPCA+ com Juros Semestrais;15/08/2026;08/2017;3038,397354;403255,78;1225251294,93
Tesouro Prefixado;01/01/2020;08/2017;807,146630;582655,38;470288326,41
Tesouro Prefixado;01/01/2023;08/2017;562,216007;4663477,15;2621881502,00
Tesouro Prefixado com Juros Semestrais;01/01/2027;08/2017;925,616357;456761,65;422786054,49
Tesouro Prefixado com Juros Semestrais;01/01/2021;11/2017;1000,242544;120128,56;120157696,46
Tesouro Prefixado com Juros Semestrais;01/01/2023;11/2017;1015,472739;184904,39;187765367,36
Tesouro IPCA+ com Juros Semestrais;15/05/2035;11/2017;3036,043315;459430,06;1394849562,37
Tesouro IPCA+;15/05/2045;08/2017;712,252217;914433,23;651307095,36
Tesouro Prefixado;01/01/2018;10/2017;978,523007;2050527,04;2006487885,11
Tesouro Prefixado com Juros Semestrais;01/01/2025;10/2017;869,040538;292355,93;254069154,69
Tesouro Selic;01/03/2021;10/2017;9173,274708;629602,05;5775512561,36
Tesouro Prefixado;01/01/2019;10/2017;871,660155;1289125,71;1123679516,19
Tesouro IPCA+ com Juros Semestrais;15/08/2020;11/2017;3084,434252;619653,23;1911279646,97
Tesouro IPCA+;15/05/2035;11/2017;1116,607370;4545617,95;5075670504,17
Tesouro IPCA+ com Juros Semestrais;15/05/2045;08/2017;2957,610862;52296,20;154671809,16
Tesouro IGPM+ com Juros Semestrais;01/01/2031;08/2017;4382,720602;9461,66;41467812,21
Tesouro IGPM+ com Juros Semestrais;01/04/2021;08/2017;3327,606161;6413,13;21340370,89
Tesouro IPCA+ com Juros Semestrais;15/08/2024;08/2017;2947,764662;45615,05;134462432,44
Tesouro IPCA+ com Juros Semestrais;15/08/2050;08/2017;3018,746897;388068,98;1171482029,19
Tesouro Selic;01/03/2023;08/2017;9039,456966;448062,31;4050239969,33
Tesouro Prefixado;01/01/2021;07/2017;617,412603;900228,28;555812285,64
Tesouro IPCA+;15/08/2024;08/2017;2014,453470;3605164,91;7262436962,87
Tesouro IPCA+;15/05/2019;08/2017;2706,659574;4001140,70;10829725782,57
Tesouro IPCA+ com Juros Semestrais;15/08/2026;07/2017;3099,530805;397704,15;1232696264,20
Tesouro Prefixado;01/01/2020;07/2017;798,629027;537009,16;428871102,94
Tesouro Prefixado;01/01/2023;07/2017;554,792614;4635627,39;2571811837,22
Tesouro Prefixado com Juros Semestrais;01/01/2027;07/2017;908,665085;423327,17;384662618,91
Tesouro Prefixado com Juros Semestrais;01/01/2021;10/2017;991,497887;121076,16;120046756,80
Tesouro Prefixado com Juros Semestrais;01/01/2023;10/2017;1007,320452;186590,38;187956305,92
Tesouro IPCA+ com Juros Semestrais;15/05/2045;07/2017;2935,026118;52882,34;155211049,08
Tesouro IPCA+ com Juros Semestrais;15/08/2024;07/2017;3013,258525;45866,94;138208947,97
Tesouro IPCA+ com Juros Semestrais;15/08/2050;07/2017;3079,529477;388381,47;1196032185,18
Tesouro Selic;01/03/2023;07/2017;8964,434570;396796,47;3557055992,92
Tesouro IPCA+;15/05/2045;07/2017;705,500339;866778,78;611512723,12
Tesouro Prefixado;01/01/2021;01/2017;576,293241;971009,79;559586379,32
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/2017;2904,410645;54818,00;159213982,71
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/2017;3605,281201;5928,76;21374846,97
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/2017;3003,925522;56737,00;170433722,36
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/2017;3008,811643;262824,63;790789806,81
Tesouro Prefixado;01/01/2023;01/2017;506,805135;3253801,45;1649043283,70
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/2017;864,800497;293239,89;253594002,49
Tesouro Prefixado;01/01/2018;11/2016;865,942263;2472753,07;2141261389,27
Tesouro Prefixado com Juros Semestrais;01/01/2025;11/2016;865,206645;338500,55;292872925,04
Tesouro Selic;01/03/2021;11/2016;8340,461917;751844,93;6270734005,97
Tesouro Prefixado;01/01/2019;11/2016;774,559345;1192518,09;923676031,01
Tesouro Prefixado com Juros Semestrais;01/01/2017;12/2016;1048,808850;192360,12;201748996,24
Tesouro IPCA+ com Juros Semestrais;15/05/2035;12/2018;3213,345981;492663,31;1583097667,17
Tesouro IPCA+ com Juros Semestrais;15/08/2020;12/2018;3227,988255;529454,89;1709074166,47
Tesouro IPCA+;15/05/2035;12/2018;1253,663258;4803645,47;6022153830,19
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/2019;986,903590;158850,42;156770049,77
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/2019;980,782427;104363,25;102357641,62
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/2019;3099,379413;47183,56;146239754,49
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/2019;4715,693130;8345,70;39355760,15
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/2019;3192,030377;39326,80;125532340,23
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/2019;3316,787191;400049,85;1326880218,24
Tesouro IPCA+;15/08/2024;01/2019;2327,686636;3886136,40;9045707763,95
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/2019;3737,122684;5781,93;21607781,76
Tesouro IPCA+;15/05/2019;01/2019;3110,276917;2797968,87;8702457990,84
Tesouro Prefixado;01/01/2021;09/2018;763,763944;1346485,24;1028396877,44
Tesouro Selic;01/03/2021;11/2018;9826,041363;430749,01;4232557589,33
Tesouro Prefixado;01/01/2019;11/2018;990,127836;1003338,83;993433704,52
Tesouro Prefixado com Juros Semestrais;01/01/2025;11/2018;892,121987;244159,29;217819870,93
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/2019;3252,028889;523337,93;1701910067,06
Tesouro IPCA+;15/05/2035;01/2019;1266,788341;4838934,41;6129905693,45
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/2019;3247,135250;501490,95;1628408941,30
Tesouro IPCA+ com Juros Semestrais;15/08/2026;09/2018;3221,151388;456906,35;1471764523,48
Tesouro Prefixado;01/01/2020;09/2018;896,646283;728575,62;653274621,55
Tesouro Prefixado;01/01/2023;09/2018;639,247686;4222602,19;2699288678,85
Tesouro Prefixado com Juros Semestrais;01/01/2025;12/2018;901,354660;240434,05;216716351,39
Tesouro Selic;01/03/2021;12/2018;9874,748116;422450,89;4171596130,13
Tesouro Prefixado;01/01/2019;12/2018;999,527641;976836,79;976375372,35
Tesouro Prefixado com Juros Semestrais;01/01/2027;09/2018;961,034447;485223,65;466316642,14
Tesouro Selic;01/03/2021;01/2019;9928,604450;411235,77;4082997296,02
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/2019;862,279381;237750,75;205007569,54
Tesouro IPCA+ com Juros Semestrais;15/05/2009;08/2004;1301,783042;3565,40;4641377,25
Tesouro IPCA+ com Juros Semestrais;15/08/2006;08/2004;1377,187561;7657,40;10545676,02
Tesouro IGPM+ com Juros Semestrais;01/12/2006;08/2004;1749,832264;218,80;382863,29
Tesouro IGPM+ com Juros Semestrais;01/04/2008;08/2004;1650,650911;16374,20;27028088,15
Tesouro IGPM+ com Juros Semestrais;01/07/2005;08/2004;1711,790006;2107,20;3607083,90
Tesouro IGPM+ com Juros Semestrais;01/03/2011;08/2004;1561,208033;10323,60;16117287,25
Tesouro IGPM+ com Juros Semestrais;01/12/2005;08/2004;1715,625285;52850,40;90671482,58
Tesouro Prefixado com Juros Semestrais;01/01/2008;08/2004;847,190503;15115,20;12805453,89
Tesouro Selic;18/06/2008;08/2004;2031,873098;1132,40;2300893,09
Tesouro Selic;18/01/2006;08/2004;2036,150756;5344,80;10882818,56
Tesouro Selic;18/03/2009;08/2004;2034,208442;4000,20;8137240,60
Tesouro Selic;16/02/2005;08/2004;2046,450443;9390,20;19216578,94
Tesouro Selic;17/01/2007;08/2004;1997,238478;11930,20;23827454,49
Tesouro IGPM+ com Juros Semestrais;01/07/2017;07/2004;1388,094892;8502,80;11802693,24
Tesouro IPCA+ com Juros Semestrais;15/05/2015;07/2004;1176,796655;2067,00;2432438,68
Tesouro IGPM+ com Juros Semestrais;01/01/2031;07/2004;2184,941538;17159,60;37492722,81
Tesouro IGPM+ com Juros Semestrais;01/04/2021;07/2004;1359,999586;14968,80;20357561,80
Tesouro IPCA+ com Juros Semestrais;15/08/2024;07/2004;1086,804614;7643,60;8307099,74
Tesouro Prefixado;01/10/2004;08/2004;985,661532;25959,40;25587181,97
Tesouro Prefixado;04/01/2005;08/2004;947,094256;26343,40;24949682,81
Tesouro Prefixado;01/04/2005;08/2004;912,981116;8556,80;7812196,81
Tesouro Prefixado;01/07/2005;08/2004;878,938355;24113,80;21194543,70
Tesouro Prefixado;01/01/2006;08/2004;800,982564;30432,60;24375981,98
Tesouro IPCA+ com Juros Semestrais;15/05/2009;07/2004;1280,836688;3442,00;4408639,88
Tesouro IPCA+ com Juros Semestrais;15/08/2006;07/2004;1398,290022;7400,40;10347905,48
Tesouro IGPM+ com Juros Semestrais;01/12/2006;07/2004;1719,166724;218,80;376153,67
Tesouro IGPM+ com Juros Semestrais;01/12/2005;07/2004;1681,021201;49985,60;84026853,32
Tesouro IGPM+ com Juros Semestrais;01/04/2008;07/2004;1614,361155;13580,00;21923024,48
Tesouro IGPM+ com Juros Semestrais;01/07/2005;07/2004;1677,063034;2126,80;3566777,66
Tesouro IGPM+ com Juros Semestrais;01/03/2011;07/2004;1528,727166;10330,40;15792363,11
Tesouro Prefixado com Juros Semestrais;01/01/2008;07/2004;846,013311;12137,60;10268571,16
Tesouro Selic;18/06/2008;07/2004;2006,647783;1137,60;2282762,51
Tesouro Selic;18/01/2006;07/2004;2009,394182;5051,40;10150253,76
Tesouro Selic;18/03/2009;07/2004;2009,073023;4094,80;8226752,21
Tesouro Selic;16/02/2005;07/2004;2020,090146;9088,80;18360195,32
Tesouro Selic;17/01/2007;07/2004;1968,922307;11321,40;22290957,00
Tesouro IGPM+ com Juros Semestrais;01/07/2017;06/2004;1389,466606;7096,40;9860210,82
Tesouro IPCA+ com Juros Semestrais;15/05/2015;06/2004;1157,225039;2001,60;2316301,63
Tesouro IGPM+ com Juros Semestrais;01/01/2031;06/2004;2217,826646;16114,40;35738945,71
Tesouro IGPM+ com Juros Semestrais;01/04/2021;06/2004;1320,309174;13731,40;18129693,39
Tesouro IPCA+ com Juros Semestrais;15/08/2024;06/2004;1067,801990;7291,00;7785344,30
Tesouro Prefixado;01/10/2004;07/2004;972,170113;26490,40;25753175,14
Tesouro Prefixado;04/01/2005;07/2004;934,608875;26747,60;24998544,35
Tesouro Prefixado;01/04/2005;07/2004;901,797254;6459,20;5824888,82
Tesouro Prefixado;01/07/2005;07/2004;868,247824;22257,20;19324765,46
Tesouro Prefixado;01/01/2006;07/2004;790,387218;26804,00;21185538,98
Tesouro IPCA+ com Juros Semestrais;15/05/2011;09/2010;1945,003330;70440,20;137006423,58
Tesouro IGPM+ com Juros Semestrais;01/03/2011;09/2010;2361,986145;12925,20;30529143,32
Tesouro Prefixado com Juros Semestrais;01/01/2011;09/2010;1014,056658;30754,20;31186501,26
Tesouro Prefixado com Juros Semestrais;01/01/2012;09/2010;979,929712;42824,80;41965293,91
Tesouro Selic;16/03/2011;09/2010;4385,515283;7267,40;31871293,76
Tesouro Prefixado;01/01/2011;09/2010;973,748619;192235,40;187188955,21
Tesouro Prefixado;01/07/2011;09/2010;922,751911;40003,40;36913213,79
Tesouro Selic;07/03/2012;09/2010;4385,599905;61653,00;270385390,96
Tesouro IPCA+ com Juros Semestrais;15/05/2045;08/2010;1686,626085;41936,40;70731026,16
Tesouro IPCA+ com Juros Semestrais;15/05/2013;08/2010;1845,577689;13989,80;25819262,75
Tesouro Selic;07/03/2013;08/2010;4347,480733;27228,60;118375813,87
Tesouro IGPM+ com Juros Semestrais;01/07/2017;08/2010;2076,029643;8419,20;17478508,76
Tesouro IPCA+ com Juros Semestrais;15/05/2015;08/2010;1877,794411;121193,80;227577040,26
Tesouro IPCA+ com Juros Semestrais;15/05/2017;08/2010;1756,666432;16924,60;29730876,69
Tesouro IGPM+ com Juros Semestrais;01/01/2031;08/2010;3048,817129;12245,80;37335204,80
Tesouro IGPM+ com Juros Semestrais;01/04/2021;08/2010;1998,250683;8274,80;16535124,75
Tesouro Prefixado;01/01/2012;08/2010;864,673010;374776,00;324058691,87
Tesouro IPCA+ com Juros Semestrais;15/08/2024;08/2010;1696,579862;30290,60;51390421,95
Tesouro IPCA+;15/05/2015;08/2010;1374,231286;456525,00;627370937,61
Tesouro IPCA+;15/08/2024;08/2010;743,328960;265650,00;197465338,20
Tesouro Selic;07/03/2014;09/2010;4385,693374;28125,20;123348503,26
Tesouro Selic;07/03/2015;09/2010;4383,836233;12079,00;52952357,85
Tesouro Prefixado com Juros Semestrais;01/01/2013;09/2010;939,766830;18939,40;17798619,89
Tesouro Prefixado com Juros Semestrais;01/01/2014;09/2010;949,257023;151729,40;144030198,57
Tesouro Prefixado com Juros Semestrais;01/01/2017;09/2010;896,502431;298472,80;267581590,81
Tesouro Prefixado com Juros Semestrais;01/01/2021;09/2010;895,460702;62181,40;55681000,11
Tesouro Prefixado;01/01/2013;09/2010;772,369856;471525,00;364191696,28
Tesouro IPCA+ com Juros Semestrais;15/08/2012;09/2010;1915,163220;167028,80;319887414,49
Tesouro IPCA+ com Juros Semestrais;15/05/2035;09/2010;1824,072971;19184,60;34994110,32
Tesouro IPCA+ com Juros Semestrais;15/08/2020;09/2010;1884,927441;22331,80;42093822,62
Tesouro IPCA+;15/05/2035;09/2010;445,742832;90567,40;40369769,40
Tesouro IPCA+ com Juros Semestrais;15/05/2011;08/2010;1926,685935;71170,60;137123394,03
Tesouro IGPM+ com Juros Semestrais;01/03/2011;08/2010;2388,766474;12978,80;31003322,31
Tesouro Prefixado com Juros Semestrais;01/01/2011;08/2010;1002,909166;31228,00;31318847,44
Tesouro Prefixado com Juros Semestrais;01/01/2012;08/2010;969,170152;43249,80;41916415,22
Tesouro Selic;16/03/2011;08/2010;4348,684137;7326,00;31858459,98
Tesouro Prefixado;01/01/2011;08/2010;965,287278;197559,00;190701189,38
Tesouro Prefixado;01/07/2011;08/2010;914,047123;32444,20;29655527,66
Tesouro Selic;07/03/2012;08/2010;4348,751836;63622,20;276677159,04
Tesouro IPCA+ com Juros Semestrais;15/05/2045;07/2010;1667,829138;40198,80;67044729,95
Tesouro IPCA+ com Juros Semestrais;15/05/2013;07/2010;1832,412709;14016,40;25683829,49
Tesouro Selic;07/03/2013;07/2010;4311,023140;23233,20;100158862,81
Tesouro IGPM+ com Juros Semestrais;01/07/2017;07/2010;2046,553303;8435,20;17263086,42
Tesouro IPCA+ com Juros Semestrais;15/05/2015;07/2010;1859,938993;109068,80;202861313,99
Tesouro IPCA+ com Juros Semestrais;15/05/2017;07/2010;1744,800266;16941,00;29558661,30
Tesouro IGPM+ com Juros Semestrais;01/01/2031;07/2010;3004,699928;12252,80;36815987,27
Tesouro IGPM+ com Juros Semestrais;01/04/2021;07/2010;1969,781435;8286,40;16322396,88
Tesouro Prefixado;01/01/2012;07/2010;856,830851;357504,80;306321141,93
Tesouro IPCA+ com Juros Semestrais;15/08/2024;07/2010;1733,008986;28251,00;48959236,85
Tesouro IPCA+;15/05/2015;07/2010;1361,782429;433977,00;590982253,09
Tesouro IPCA+;15/08/2024;07/2010;736,584993;257270,00;189501221,06
Tesouro Selic;07/03/2014;08/2010;4348,838221;28849,60;125462243,14
Tesouro Selic;07/03/2015;08/2010;4346,985722;11039,80;47989852,96
Tesouro Prefixado com Juros Semestrais;01/01/2013;08/2010;929,043086;19117,80;17761259,91
Tesouro Prefixado com Juros Semestrais;01/01/2014;08/2010;939,626303;153430,00;144166863,62
Tesouro Prefixado com Juros Semestrais;01/01/2017;08/2010;886,763934;300235,20;266237746,94
Tesouro Prefixado com Juros Semestrais;01/01/2021;08/2010;882,639228;57483,60;50737280,31
Tesouro Prefixado;01/01/2013;08/2010;764,334443;423842,80;323957650,57
Tesouro IPCA+ com Juros Semestrais;15/08/2012;08/2010;1899,150783;165544,20;314393397,03
Tesouro IPCA+ com Juros Semestrais;15/05/2035;08/2010;1803,173130;18348,00;33084620,58
Tesouro IPCA+ com Juros Semestrais;15/08/2020;08/2010;1866,995941;21124,40;39439169,06
Tesouro IPCA+;15/05/2035;08/2010;439,858813;80118,80;35240960,24
Tesouro Prefixado;01/04/2004;02/2004;983,715212;15764,80;15508073,57
Tesouro Prefixado;01/07/2004;02/2004;940,542473;24898,20;23417814,60
Tesouro Prefixado;01/10/2004;02/2004;902,724781;21668,40;19560601,64
Tesouro Prefixado;04/01/2005;02/2004;871,602933;20559,40;17919633,34
Tesouro Prefixado;01/07/2005;02/2004;817,871518;11715,40;9581691,97
Tesouro IPCA+ com Juros Semestrais;15/05/2009;02/2004;1224,184820;2667,00;3264900,91
Tesouro IPCA+ com Juros Semestrais;15/08/2006;02/2004;1301,747846;5404,00;7034645,36
Tesouro IGPM+ com Juros Semestrais;01/04/2008;02/2004;1473,410470;8991,00;13247433,53
Tesouro IGPM+ com Juros Semestrais;01/03/2011;02/2004;1396,572710;7564,40;10564234,60
Tesouro IGPM+ com Juros Semestrais;01/07/2005;02/2004;1555,859367;2259,00;3514686,30
Tesouro IGPM+ com Juros Semestrais;01/12/2005;02/2004;1549,979163;37255,00;57744473,73
Tesouro Prefixado com Juros Semestrais;01/01/2008;02/2004;848,256168;5247,20;4450969,76
Tesouro Selic;18/06/2008;02/2004;1882,605600;1279,60;2408982,12
Tesouro Selic;18/01/2006;02/2004;1877,987140;4207,20;7901067,49
Tesouro Selic;18/03/2009;02/2004;1898,949800;1659,00;3150357,71
Tesouro Selic;16/02/2005;02/2004;1891,073014;9403,00;17781759,54
Tesouro Selic;17/01/2007;02/2004;1837,230250;11192,60;20563383,29
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/2004;1198,885998;2321,00;2782614,40
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/2004;1216,795698;4359,00;5304012,44
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/2004;1100,687315;1487,20;1636942,17
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/2004;1940,475990;12666,40;24578845,07
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/2004;1179,927287;7608,60;8977594,75
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/2004;1013,294035;6001,40;6081182,82
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/2004;1321,580737;4760,60;6291517,25
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/2004;1448,555192;8493,60;12303448,38
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/2004;1527,215374;36479,60;55712205,95
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/2004;1534,056061;2285,40;3505931,72
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/2004;1366,771158;6861,40;9377963,62
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/2004;839,235801;3538,20;2969384,11
Tesouro Selic;18/06/2008;01/2004;1862,050009;1288,40;2399065,23
Tesouro Selic;18/01/2006;01/2004;1856,859668;4245,20;7882740,66
Tesouro Selic;18/03/2009;01/2004;1878,629531;498,00;935557,50
Tesouro Selic;16/02/2005;01/2004;1869,805130;9672,60;18085877,10
Tesouro Selic;17/01/2007;01/2004;1816,068957;11447,80;20789994,20
Tesouro Prefixado;01/04/2004;01/2004;971,156860;16073,40;15609792,68
Tesouro Prefixado;01/07/2004;01/2004;927,550403;23645,00;21931929,27
Tesouro Prefixado;01/10/2004;01/2004;891,002636;20959,80;18675237,05
Tesouro Prefixado;04/01/2005;01/2004;860,881028;19705,80;16964349,36
Tesouro Prefixado;01/07/2005;01/2004;808,614008;11130,00;8999873,90
Tesouro IPCA+ com Juros Semestrais;15/05/2009;10/2004;1335,004297;3586,60;4788126,41
Tesouro IPCA+ com Juros Semestrais;15/08/2006;10/2004;1410,837744;8738,20;12328182,37
Tesouro IGPM+ com Juros Semestrais;01/12/2006;10/2004;1789,095012;172,20;308082,16
Tesouro IGPM+ com Juros Semestrais;01/12/2005;10/2004;1760,899798;52803,80;92982200,76
Tesouro IGPM+ com Juros Semestrais;01/04/2008;10/2004;1640,962147;16710,60;27421462,04
Tesouro IGPM+ com Juros Semestrais;01/07/2005;10/2004;1760,082240;1980,20;3485314,85
Tesouro IGPM+ com Juros Semestrais;01/03/2011;10/2004;1565,616458;14593,80;22848293,46
Tesouro Prefixado com Juros Semestrais;01/01/2008;10/2004;864,971988;18704,00;16178436,06
Tesouro Selic;18/06/2008;10/2004;2084,418440;1130,20;2355809,72
Tesouro Selic;16/02/2005;10/2004;2100,890356;9527,40;20016022,78
Tesouro Selic;18/01/2006;10/2004;2094,931004;7502,00;15716172,39
Tesouro Selic;18/03/2009;10/2004;2086,567216;3761,00;7847579,29
Tesouro Selic;17/01/2007;10/2004;2059,189829;14243,00;29329040,74
Tesouro IPCA+ com Juros Semestrais;15/05/2045;09/2004;1021,298167;144,00;147066,93
Tesouro IGPM+ com Juros Semestrais;01/07/2017;09/2004;1440,128045;8730,20;12572605,85
Tesouro IPCA+ com Juros Semestrais;15/05/2015;09/2004;1209,624164;2100,80;2541178,44
Tesouro IGPM+ com Juros Semestrais;01/01/2031;09/2004;2277,183594;17550,80;39966393,81
Tesouro IGPM+ com Juros Semestrais;01/04/2021;09/2004;1412,992486;15407,80;21771105,62
Tesouro IPCA+ com Juros Semestrais;15/08/2024;09/2004;1074,146867;7854,00;8436349,49
Tesouro Prefixado;04/01/2005;10/2004;972,570648;25559,60;24858516,74
Tesouro Prefixado;01/04/2005;10/2004;936,909078;11471,00;10747284,03
Tesouro Prefixado;01/07/2005;10/2004;900,794213;33077,80;29796290,82
Tesouro Prefixado;01/01/2006;10/2004;823,811902;40360,40;33249377,88
Tesouro IPCA+ com Juros Semestrais;15/05/2009;09/2004;1319,104674;3722,40;4910235,23
Tesouro IPCA+ com Juros Semestrais;15/08/2006;09/2004;1394,302150;7829,80;10917106,97
Tesouro IGPM+ com Juros Semestrais;01/04/2008;09/2004;1675,015413;16991,60;28461191,88
Tesouro IGPM+ com Juros Semestrais;01/12/2006;09/2004;1772,063439;218,40;387018,65
Tesouro IGPM+ com Juros Semestrais;01/07/2005;09/2004;1738,425380;1988,00;3455989,65
Tesouro IGPM+ com Juros Semestrais;01/03/2011;09/2004;1539,506351;12060,80;18567678,20
Tesouro IGPM+ com Juros Semestrais;01/12/2005;09/2004;1740,914724;53363,40;92901128,79
Tesouro Prefixado com Juros Semestrais;01/01/2008;09/2004;856,216507;15846,40;13567949,25
Tesouro Selic;18/06/2008;09/2004;2057,739276;1130,80;2326891,57
Tesouro Selic;18/01/2006;09/2004;2063,701367;5979,20;12339283,21
Tesouro Selic;16/02/2005;09/2004;2073,340999;9603,40;19911122,94
Tesouro Selic;17/01/2007;09/2004;2026,499463;12753,20;25844352,94
Tesouro IGPM+ com Juros Semestrais;01/07/2017;08/2004;1418,482108;8545,00;12120929,61
Tesouro IPCA+ com Juros Semestrais;15/05/2015;08/2004;1194,957595;2125,40;2539762,87
Tesouro IGPM+ com Juros Semestrais;01/01/2031;08/2004;2239,079635;17468,80;39114034,33
Tesouro IGPM+ com Juros Semestrais;01/04/2021;08/2004;1391,810510;15267,00;21248771,05
Tesouro IPCA+ com Juros Semestrais;15/08/2024;08/2004;1060,744466;7714,00;8182582,81
